,breed,characteristic,rating
3330,Lancashire Heeler,Tolerates Being Alone,3
3331,Lancashire Heeler,Tolerates Cold Weather,3
3332,Lancashire Heeler,Tolerates Hot Weather,3
3333,Lancashire Heeler,Affectionate with Family,4
3334,Lancashire Heeler,Incredibly Kid Friendly Dogs,3
3335,Lancashire Heeler,Dog Friendly,3
3336,Lancashire Heeler,Friendly Toward Strangers,2
3337,Lancashire Heeler,Amount Of Shedding,3
3338,Lancashire Heeler,Drooling Potential,1
3339,Lancashire Heeler,Easy To Groom,4
3340,Lancashire Heeler,General Health,4
3341,Lancashire Heeler,Potential For Weight Gain,4
3342,Lancashire Heeler,Size,1
3343,Lancashire Heeler,Easy To Train,3
3344,Lancashire Heeler,Intelligence,4
3345,Lancashire Heeler,Potential For Mouthiness,2
3346,Lancashire Heeler,Prey Drive,2
3347,Lancashire Heeler,Tendency To Bark Or Howl,2
3348,Lancashire Heeler,Wanderlust Potential,4
3349,Lancashire Heeler,Energy Level,4
3350,Lancashire Heeler,Intensity,4
3351,Lancashire Heeler,Exercise Needs,3
3352,Lancashire Heeler,Potential For Playfulness,4
3353,Leonberger,Adapts Well to Apartment Living,1
3354,Leonberger,Good For Novice Owners,1
3355,Leonberger,Sensitivity Level,4
3356,Leonberger,Tolerates Being Alone,2
3357,Leonberger,Tolerates Cold Weather,5
3358,Leonberger,Tolerates Hot Weather,1
3359,Leonberger,Affectionate with Family,5
3360,Leonberger,Incredibly Kid Friendly Dogs,4
3361,Leonberger,Dog Friendly,3
3362,Leonberger,Friendly Toward Strangers,2
3363,Leonberger,Amount Of Shedding,5
3364,Leonberger,Drooling Potential,3
3365,Leonberger,Easy To Groom,4
3366,Leonberger,General Health,1
3367,Leonberger,Potential For Weight Gain,4
3368,Leonberger,Size,5
3369,Leonberger,Easy To Train,2
3370,Leonberger,Intelligence,3
3371,Leonberger,Potential For Mouthiness,4
3372,Leonberger,Prey Drive,4
3373,Leonberger,Tendency To Bark Or Howl,3
3374,Leonberger,Wanderlust Potential,2
3375,Leonberger,Energy Level,4
3376,Leonberger,Intensity,4
3377,Leonberger,Exercise Needs,4
3378,Leonberger,Potential For Playfulness,4
3379,Lhasa Apso,Adapts Well to Apartment Living,5
3380,Lhasa Apso,Good For Novice Owners,5
3381,Lhasa Apso,Sensitivity Level,5
3382,Lhasa Apso,Tolerates Being Alone,4
3383,Lhasa Apso,Tolerates Cold Weather,3
3384,Lhasa Apso,Tolerates Hot Weather,2
3385,Lhasa Apso,Affectionate with Family,4
3386,Lhasa Apso,Incredibly Kid Friendly Dogs,4
3387,Lhasa Apso,Dog Friendly,3
3388,Lhasa Apso,Friendly Toward Strangers,2
3389,Lhasa Apso,Amount Of Shedding,3
3390,Lhasa Apso,Drooling Potential,1
3391,Lhasa Apso,Easy To Groom,1
3392,Lhasa Apso,General Health,3
3393,Lhasa Apso,Potential For Weight Gain,3
3394,Lhasa Apso,Size,1
3395,Lhasa Apso,Easy To Train,3
3396,Lhasa Apso,Intelligence,4
3397,Lhasa Apso,Potential For Mouthiness,3
3398,Lhasa Apso,Prey Drive,4
3399,Lhasa Apso,Tendency To Bark Or Howl,4
3400,Lhasa Apso,Wanderlust Potential,2
3401,Lhasa Apso,Energy Level,4
3402,Lhasa Apso,Intensity,3
3403,Lhasa Apso,Exercise Needs,3
3404,Lhasa Apso,Potential For Playfulness,5
3405,Lowchen,Adapts Well to Apartment Living,5
3406,Lowchen,Good For Novice Owners,4
3407,Lowchen,Sensitivity Level,3
3408,Lowchen,Tolerates Being Alone,1
3409,Lowchen,Tolerates Cold Weather,3
3410,Lowchen,Tolerates Hot Weather,3
3411,Lowchen,Affectionate with Family,5
3412,Lowchen,Incredibly Kid Friendly Dogs,5
3413,Lowchen,Dog Friendly,4
3414,Lowchen,Friendly Toward Strangers,4
3415,Lowchen,Amount Of Shedding,3
3416,Lowchen,Drooling Potential,1
3417,Lowchen,Easy To Groom,3
3418,Lowchen,General Health,5
3419,Lowchen,Potential For Weight Gain,3
3420,Lowchen,Size,1
3421,Lowchen,Easy To Train,5
3422,Lowchen,Intelligence,4
3423,Lowchen,Potential For Mouthiness,3
3424,Lowchen,Prey Drive,4
3425,Lowchen,Tendency To Bark Or Howl,4
3426,Lowchen,Wanderlust Potential,5
3427,Lowchen,Energy Level,4
3428,Lowchen,Intensity,3
3429,Lowchen,Exercise Needs,4
3430,Lowchen,Potential For Playfulness,5
3431,Maltese,Adapts Well to Apartment Living,5
3432,Maltese,Good For Novice Owners,5
3433,Maltese,Sensitivity Level,4
3434,Maltese,Tolerates Being Alone,1
3435,Maltese,Tolerates Cold Weather,1
3436,Maltese,Tolerates Hot Weather,3
3437,Maltese,Affectionate with Family,5
3438,Maltese,Incredibly Kid Friendly Dogs,3
3439,Maltese,Dog Friendly,4
3440,Maltese,Friendly Toward Strangers,2
3441,Maltese,Amount Of Shedding,2
3442,Maltese,Drooling Potential,1
3443,Maltese,Easy To Groom,2
3444,Maltese,General Health,3
3445,Maltese,Potential For Weight Gain,3
3446,Maltese,Size,1
3447,Maltese,Easy To Train,4
3448,Maltese,Intelligence,4
3449,Maltese,Potential For Mouthiness,3
3450,Maltese,Prey Drive,4
3451,Maltese,Tendency To Bark Or Howl,2
3452,Maltese,Wanderlust Potential,1
3453,Maltese,Energy Level,3
3454,Maltese,Intensity,3
3455,Maltese,Exercise Needs,2
3456,Maltese,Potential For Playfulness,4
3457,Maltese Shih Tzu,Adapts Well to Apartment Living,5
3458,Maltese Shih Tzu,Good For Novice Owners,5
3459,Maltese Shih Tzu,Sensitivity Level,3
3460,Maltese Shih Tzu,Tolerates Being Alone,3
3461,Maltese Shih Tzu,Tolerates Cold Weather,2
3462,Maltese Shih Tzu,Tolerates Hot Weather,2
3463,Maltese Shih Tzu,Affectionate with Family,4
3464,Maltese Shih Tzu,Incredibly Kid Friendly Dogs,3
3465,Maltese Shih Tzu,Dog Friendly,3
3466,Maltese Shih Tzu,Friendly Toward Strangers,3
3467,Maltese Shih Tzu,Amount Of Shedding,1
3468,Maltese Shih Tzu,Drooling Potential,1
3469,Maltese Shih Tzu,Easy To Groom,2
3470,Maltese Shih Tzu,General Health,2
3471,Maltese Shih Tzu,Potential For Weight Gain,3
3472,Maltese Shih Tzu,Size,1
3473,Maltese Shih Tzu,Easy To Train,4
3474,Maltese Shih Tzu,Intelligence,3
3475,Maltese Shih Tzu,Potential For Mouthiness,4
3476,Maltese Shih Tzu,Prey Drive,5
3477,Maltese Shih Tzu,Tendency To Bark Or Howl,4
3478,Maltese Shih Tzu,Wanderlust Potential,1
3479,Maltese Shih Tzu,Energy Level,3
3480,Maltese Shih Tzu,Intensity,2
3481,Maltese Shih Tzu,Exercise Needs,3
3482,Maltese Shih Tzu,Potential For Playfulness,3
3483,Maltipoo,Adapts Well to Apartment Living,5
3484,Maltipoo,Good For Novice Owners,5
3485,Maltipoo,Sensitivity Level,5
3486,Maltipoo,Tolerates Being Alone,1
3487,Maltipoo,Tolerates Cold Weather,2
3488,Maltipoo,Tolerates Hot Weather,3
3489,Maltipoo,Affectionate with Family,5
3490,Maltipoo,Incredibly Kid Friendly Dogs,4
3491,Maltipoo,Dog Friendly,4
3492,Maltipoo,Friendly Toward Strangers,4
3493,Maltipoo,Amount Of Shedding,1
3494,Maltipoo,Drooling Potential,1
3495,Maltipoo,Easy To Groom,3
3496,Maltipoo,General Health,2
3497,Maltipoo,Potential For Weight Gain,2
3498,Maltipoo,Size,2
3499,Maltipoo,Easy To Train,5
3500,Maltipoo,Intelligence,4
3501,Maltipoo,Potential For Mouthiness,3
3502,Maltipoo,Prey Drive,2
3503,Maltipoo,Tendency To Bark Or Howl,5
3504,Maltipoo,Wanderlust Potential,4
3505,Maltipoo,Energy Level,3
3506,Maltipoo,Intensity,3
3507,Maltipoo,Exercise Needs,2
3508,Maltipoo,Potential For Playfulness,4
3509,Manchester Terrier,Adapts Well to Apartment Living,5
3510,Manchester Terrier,Good For Novice Owners,3
3511,Manchester Terrier,Sensitivity Level,3
3512,Manchester Terrier,Tolerates Being Alone,3
3513,Manchester Terrier,Tolerates Cold Weather,1
3514,Manchester Terrier,Tolerates Hot Weather,3
3515,Manchester Terrier,Affectionate with Family,4
3516,Manchester Terrier,Incredibly Kid Friendly Dogs,3
3517,Manchester Terrier,Dog Friendly,3
3518,Manchester Terrier,Friendly Toward Strangers,3
3519,Manchester Terrier,Amount Of Shedding,3
3520,Manchester Terrier,Drooling Potential,1
3521,Manchester Terrier,Easy To Groom,5
3522,Manchester Terrier,General Health,2
3523,Manchester Terrier,Potential For Weight Gain,4
3524,Manchester Terrier,Size,2
3525,Manchester Terrier,Easy To Train,2
3526,Manchester Terrier,Intelligence,4
3527,Manchester Terrier,Potential For Mouthiness,2
3528,Manchester Terrier,Prey Drive,4
3529,Manchester Terrier,Tendency To Bark Or Howl,4
3530,Manchester Terrier,Wanderlust Potential,4
3531,Manchester Terrier,Energy Level,4
3532,Manchester Terrier,Intensity,4
3533,Manchester Terrier,Exercise Needs,4
3534,Manchester Terrier,Potential For Playfulness,4
3535,Mastiff,Adapts Well to Apartment Living,2
3536,Mastiff,Good For Novice Owners,1
3537,Mastiff,Sensitivity Level,3
3538,Mastiff,Tolerates Being Alone,3
3539,Mastiff,Tolerates Cold Weather,4
3540,Mastiff,Tolerates Hot Weather,1
3541,Mastiff,Affectionate with Family,5
3542,Mastiff,Incredibly Kid Friendly Dogs,5
3543,Mastiff,Dog Friendly,2
3544,Mastiff,Friendly Toward Strangers,2
3545,Mastiff,Amount Of Shedding,3
3546,Mastiff,Drooling Potential,5
3547,Mastiff,Easy To Groom,3
3548,Mastiff,General Health,3
3549,Mastiff,Potential For Weight Gain,4
3550,Mastiff,Size,5
3551,Mastiff,Easy To Train,3
3552,Mastiff,Intelligence,2
3553,Mastiff,Potential For Mouthiness,4
3554,Mastiff,Prey Drive,2
3555,Mastiff,Tendency To Bark Or Howl,2
3556,Mastiff,Wanderlust Potential,1
3557,Mastiff,Energy Level,3
3558,Mastiff,Intensity,3
3559,Mastiff,Exercise Needs,4
3560,Mastiff,Potential For Playfulness,4
3561,Miniature Pinscher,Adapts Well to Apartment Living,5
3562,Miniature Pinscher,Good For Novice Owners,3
3563,Miniature Pinscher,Sensitivity Level,5
3564,Miniature Pinscher,Tolerates Being Alone,2
3565,Miniature Pinscher,Tolerates Cold Weather,1
3566,Miniature Pinscher,Tolerates Hot Weather,3
3567,Miniature Pinscher,Affectionate with Family,5
3568,Miniature Pinscher,Incredibly Kid Friendly Dogs,3
3569,Miniature Pinscher,Dog Friendly,2
3570,Miniature Pinscher,Friendly Toward Strangers,3
3571,Miniature Pinscher,Amount Of Shedding,2
3572,Miniature Pinscher,Drooling Potential,1
3573,Miniature Pinscher,Easy To Groom,5
3574,Miniature Pinscher,General Health,3
3575,Miniature Pinscher,Potential For Weight Gain,5
3576,Miniature Pinscher,Size,1
3577,Miniature Pinscher,Easy To Train,3
3578,Miniature Pinscher,Intelligence,3
3579,Miniature Pinscher,Potential For Mouthiness,2
3580,Miniature Pinscher,Prey Drive,3
3581,Miniature Pinscher,Tendency To Bark Or Howl,1
3582,Miniature Pinscher,Wanderlust Potential,5
3583,Miniature Pinscher,Energy Level,4
3584,Miniature Pinscher,Intensity,3
3585,Miniature Pinscher,Exercise Needs,4
3586,Miniature Pinscher,Potential For Playfulness,5
3587,Miniature Schnauzer,Adapts Well to Apartment Living,4
3588,Miniature Schnauzer,Good For Novice Owners,3
3589,Miniature Schnauzer,Sensitivity Level,4
3590,Miniature Schnauzer,Tolerates Being Alone,5
3591,Miniature Schnauzer,Tolerates Cold Weather,4
3592,Miniature Schnauzer,Tolerates Hot Weather,4
3593,Miniature Schnauzer,Affectionate with Family,5
3594,Miniature Schnauzer,Incredibly Kid Friendly Dogs,3
3595,Miniature Schnauzer,Dog Friendly,3
3596,Miniature Schnauzer,Friendly Toward Strangers,3
3597,Miniature Schnauzer,Amount Of Shedding,2
3598,Miniature Schnauzer,Drooling Potential,1
3599,Miniature Schnauzer,Easy To Groom,2
3600,Miniature Schnauzer,General Health,3
3601,Miniature Schnauzer,Potential For Weight Gain,4
3602,Miniature Schnauzer,Size,2
3603,Miniature Schnauzer,Easy To Train,5
3604,Miniature Schnauzer,Intelligence,4
3605,Miniature Schnauzer,Potential For Mouthiness,2
3606,Miniature Schnauzer,Prey Drive,4
3607,Miniature Schnauzer,Tendency To Bark Or Howl,3
3608,Miniature Schnauzer,Wanderlust Potential,3
3609,Miniature Schnauzer,Energy Level,5
3610,Miniature Schnauzer,Intensity,3
3611,Miniature Schnauzer,Exercise Needs,5
3612,Miniature Schnauzer,Potential For Playfulness,4
3613,Mutt,Adapts Well to Apartment Living,3
3614,Mutt,Good For Novice Owners,3
3615,Mutt,Sensitivity Level,3
3616,Mutt,Tolerates Being Alone,3
3617,Mutt,Tolerates Cold Weather,3
3618,Mutt,Tolerates Hot Weather,3
3619,Mutt,Affectionate with Family,4
3620,Mutt,Incredibly Kid Friendly Dogs,3
3621,Mutt,Dog Friendly,3
3622,Mutt,Friendly Toward Strangers,3
3623,Mutt,Amount Of Shedding,3
3624,Mutt,Drooling Potential,3
3625,Mutt,Easy To Groom,3
3626,Mutt,General Health,4
3627,Mutt,Potential For Weight Gain,3
3628,Mutt,Size,3
3629,Mutt,Easy To Train,4
3630,Mutt,Intelligence,4
3631,Mutt,Potential For Mouthiness,3
3632,Mutt,Prey Drive,3
3633,Mutt,Tendency To Bark Or Howl,3
3634,Mutt,Wanderlust Potential,3
3635,Mutt,Energy Level,3
3636,Mutt,Intensity,3
3637,Mutt,Exercise Needs,3
3638,Mutt,Potential For Playfulness,3
3639,Neapolitan Mastiff,Adapts Well to Apartment Living,2
3640,Neapolitan Mastiff,Good For Novice Owners,1
3641,Neapolitan Mastiff,Sensitivity Level,4
3642,Neapolitan Mastiff,Tolerates Being Alone,1
3643,Neapolitan Mastiff,Tolerates Cold Weather,1
3644,Neapolitan Mastiff,Tolerates Hot Weather,2
3645,Neapolitan Mastiff,Affectionate with Family,5
3646,Neapolitan Mastiff,Incredibly Kid Friendly Dogs,4
3647,Neapolitan Mastiff,Dog Friendly,2
3648,Neapolitan Mastiff,Friendly Toward Strangers,1
3649,Neapolitan Mastiff,Amount Of Shedding,3
3650,Neapolitan Mastiff,Drooling Potential,5
3651,Neapolitan Mastiff,Easy To Groom,3
3652,Neapolitan Mastiff,General Health,2
3653,Neapolitan Mastiff,Potential For Weight Gain,5
3654,Neapolitan Mastiff,Size,5
3655,Neapolitan Mastiff,Easy To Train,3
3656,Neapolitan Mastiff,Intelligence,3
3657,Neapolitan Mastiff,Potential For Mouthiness,2
3658,Neapolitan Mastiff,Prey Drive,1
3659,Neapolitan Mastiff,Tendency To Bark Or Howl,1
3660,Neapolitan Mastiff,Wanderlust Potential,1
3661,Neapolitan Mastiff,Energy Level,3
3662,Neapolitan Mastiff,Intensity,1
3663,Neapolitan Mastiff,Exercise Needs,3
3664,Neapolitan Mastiff,Potential For Playfulness,4
3665,Newfoundland,Adapts Well to Apartment Living,1
3666,Newfoundland,Good For Novice Owners,3
3667,Newfoundland,Sensitivity Level,4
3668,Newfoundland,Tolerates Being Alone,1
3669,Newfoundland,Tolerates Cold Weather,5
3670,Newfoundland,Tolerates Hot Weather,2
3671,Newfoundland,Affectionate with Family,5
3672,Newfoundland,Incredibly Kid Friendly Dogs,5
3673,Newfoundland,Dog Friendly,4
3674,Newfoundland,Friendly Toward Strangers,4
3675,Newfoundland,Amount Of Shedding,5
3676,Newfoundland,Drooling Potential,5
3677,Newfoundland,Easy To Groom,2
3678,Newfoundland,General Health,1
3679,Newfoundland,Potential For Weight Gain,4
3680,Newfoundland,Size,5
3681,Newfoundland,Easy To Train,5
3682,Newfoundland,Intelligence,4
3683,Newfoundland,Potential For Mouthiness,3
3684,Newfoundland,Prey Drive,4
3685,Newfoundland,Tendency To Bark Or Howl,4
3686,Newfoundland,Wanderlust Potential,3
3687,Newfoundland,Energy Level,3
3688,Newfoundland,Intensity,1
3689,Newfoundland,Exercise Needs,3
3690,Newfoundland,Potential For Playfulness,4
3691,Norfolk Terrier,Adapts Well to Apartment Living,4
3692,Norfolk Terrier,Good For Novice Owners,5
3693,Norfolk Terrier,Sensitivity Level,4
3694,Norfolk Terrier,Tolerates Being Alone,3
3695,Norfolk Terrier,Tolerates Cold Weather,4
3696,Norfolk Terrier,Tolerates Hot Weather,4
3697,Norfolk Terrier,Affectionate with Family,5
3698,Norfolk Terrier,Incredibly Kid Friendly Dogs,4
3699,Norfolk Terrier,Dog Friendly,5
3700,Norfolk Terrier,Friendly Toward Strangers,4
3701,Norfolk Terrier,Amount Of Shedding,1
3702,Norfolk Terrier,Drooling Potential,1
3703,Norfolk Terrier,Easy To Groom,4
3704,Norfolk Terrier,General Health,5
3705,Norfolk Terrier,Potential For Weight Gain,5
3706,Norfolk Terrier,Size,1
3707,Norfolk Terrier,Easy To Train,5
3708,Norfolk Terrier,Intelligence,4
3709,Norfolk Terrier,Potential For Mouthiness,2
3710,Norfolk Terrier,Prey Drive,1
3711,Norfolk Terrier,Tendency To Bark Or Howl,3
3712,Norfolk Terrier,Wanderlust Potential,4
3713,Norfolk Terrier,Energy Level,4
3714,Norfolk Terrier,Intensity,4
3715,Norfolk Terrier,Exercise Needs,4
3716,Norfolk Terrier,Potential For Playfulness,5
3717,Norwegian Buhund,Adapts Well to Apartment Living,3
3718,Norwegian Buhund,Good For Novice Owners,3
3719,Norwegian Buhund,Sensitivity Level,3
3720,Norwegian Buhund,Tolerates Being Alone,4
3721,Norwegian Buhund,Tolerates Cold Weather,5
3722,Norwegian Buhund,Tolerates Hot Weather,2
3723,Norwegian Buhund,Affectionate with Family,5
3724,Norwegian Buhund,Incredibly Kid Friendly Dogs,5
3725,Norwegian Buhund,Dog Friendly,3
3726,Norwegian Buhund,Friendly Toward Strangers,3
3727,Norwegian Buhund,Amount Of Shedding,3
3728,Norwegian Buhund,Drooling Potential,1
3729,Norwegian Buhund,Easy To Groom,2
3730,Norwegian Buhund,General Health,4
3731,Norwegian Buhund,Potential For Weight Gain,3
3732,Norwegian Buhund,Size,3
3733,Norwegian Buhund,Easy To Train,4
3734,Norwegian Buhund,Intelligence,3
3735,Norwegian Buhund,Potential For Mouthiness,3
3736,Norwegian Buhund,Prey Drive,2
3737,Norwegian Buhund,Tendency To Bark Or Howl,4
3738,Norwegian Buhund,Wanderlust Potential,4
3739,Norwegian Buhund,Energy Level,4
3740,Norwegian Buhund,Intensity,4
3741,Norwegian Buhund,Exercise Needs,5
3742,Norwegian Buhund,Potential For Playfulness,5
3743,Norwegian Elkhound,Adapts Well to Apartment Living,4
3744,Norwegian Elkhound,Good For Novice Owners,4
3745,Norwegian Elkhound,Sensitivity Level,4
3746,Norwegian Elkhound,Tolerates Being Alone,2
3747,Norwegian Elkhound,Tolerates Cold Weather,5
3748,Norwegian Elkhound,Tolerates Hot Weather,3
3749,Norwegian Elkhound,Affectionate with Family,5
3750,Norwegian Elkhound,Incredibly Kid Friendly Dogs,4
3751,Norwegian Elkhound,Dog Friendly,4
3752,Norwegian Elkhound,Friendly Toward Strangers,4
3753,Norwegian Elkhound,Amount Of Shedding,5
3754,Norwegian Elkhound,Drooling Potential,1
3755,Norwegian Elkhound,Easy To Groom,3
3756,Norwegian Elkhound,General Health,4
3757,Norwegian Elkhound,Potential For Weight Gain,4
3758,Norwegian Elkhound,Size,3
3759,Norwegian Elkhound,Easy To Train,2
3760,Norwegian Elkhound,Intelligence,4
3761,Norwegian Elkhound,Potential For Mouthiness,3
3762,Norwegian Elkhound,Prey Drive,4
3763,Norwegian Elkhound,Tendency To Bark Or Howl,4
3764,Norwegian Elkhound,Wanderlust Potential,4
3765,Norwegian Elkhound,Energy Level,5
3766,Norwegian Elkhound,Intensity,3
3767,Norwegian Elkhound,Exercise Needs,5
3768,Norwegian Elkhound,Potential For Playfulness,4
3769,Norwegian Lundehund,Adapts Well to Apartment Living,1
3770,Norwegian Lundehund,Good For Novice Owners,1
3771,Norwegian Lundehund,Sensitivity Level,3
3772,Norwegian Lundehund,Tolerates Being Alone,2
3773,Norwegian Lundehund,Tolerates Cold Weather,5
3774,Norwegian Lundehund,Tolerates Hot Weather,3
3775,Norwegian Lundehund,Affectionate with Family,5
3776,Norwegian Lundehund,Incredibly Kid Friendly Dogs,5
3777,Norwegian Lundehund,Dog Friendly,5
3778,Norwegian Lundehund,Friendly Toward Strangers,5
3779,Norwegian Lundehund,Amount Of Shedding,5
3780,Norwegian Lundehund,Drooling Potential,1
3781,Norwegian Lundehund,Easy To Groom,4
3782,Norwegian Lundehund,General Health,3
3783,Norwegian Lundehund,Potential For Weight Gain,3
3784,Norwegian Lundehund,Size,3
3785,Norwegian Lundehund,Easy To Train,4
3786,Norwegian Lundehund,Intelligence,5
3787,Norwegian Lundehund,Potential For Mouthiness,3
3788,Norwegian Lundehund,Prey Drive,2
3789,Norwegian Lundehund,Tendency To Bark Or Howl,1
3790,Norwegian Lundehund,Wanderlust Potential,5
3791,Norwegian Lundehund,Energy Level,4
3792,Norwegian Lundehund,Intensity,4
